date;close;adjusted_close;dividend
14/08/2020 00:00;21.313;21.313;0
17/08/2020 00:00;21.352;21.352;0
18/08/2020 00:00;21.198;21.198;0
19/08/2020 00:00;21.382;21.382;0
20/08/2020 00:00;21.094;21.094;0
21/08/2020 00:00;21.034;21.034;0
24/08/2020 00:00;21.51;21.51;0
25/08/2020 00:00;21.502;21.502;0
26/08/2020 00:00;21.685;21.685;0
27/08/2020 00:00;21.533;21.533;0
28/08/2020 00:00;21.485;21.485;0
31/08/2020 00:00;21.234;21.234;0
01/09/2020 00:00;21.199;21.199;0
02/09/2020 00:00;21.586;21.586;0
03/09/2020 00:00;21.507;21.507;0
04/09/2020 00:00;21.333;21.333;0
07/09/2020 00:00;21.721;21.721;0
08/09/2020 00:00;21.387;21.387;0
09/09/2020 00:00;21.698;21.698;0
10/09/2020 00:00;21.627;21.627;0
11/09/2020 00:00;21.66;21.66;0
14/09/2020 00:00;21.755;21.755;0
15/09/2020 00:00;21.805;21.805;0
16/09/2020 00:00;21.829;21.829;0
17/09/2020 00:00;21.675;21.675;0
18/09/2020 00:00;21.415;21.415;0
21/09/2020 00:00;20.647;20.647;0
22/09/2020 00:00;20.573;20.573;0
23/09/2020 00:00;20.694;20.694;0
24/09/2020 00:00;20.515;20.515;0
25/09/2020 00:00;20.394;20.394;0
28/09/2020 00:00;20.917;20.917;0
29/09/2020 00:00;20.832;20.832;0
30/09/2020 00:00;20.743;20.743;0
01/10/2020 00:00;20.794;20.794;0
02/10/2020 00:00;20.797;20.797;0
05/10/2020 00:00;21.005;21.005;0
06/10/2020 00:00;21.104;21.104;0
07/10/2020 00:00;21.019;21.019;0
08/10/2020 00:00;21.141;21.141;0
09/10/2020 00:00;21.265;21.265;0
12/10/2020 00:00;21.425;21.425;0
13/10/2020 00:00;21.284;21.284;0
14/10/2020 00:00;21.258;21.258;0
15/10/2020 00:00;20.805;20.805;0
16/10/2020 00:00;21.24;21.24;0
19/10/2020 00:00;21.27;21.27;0
20/10/2020 00:00;21.207;21.207;0
21/10/2020 00:00;20.88;20.88;0
22/10/2020 00:00;20.874;20.874;0
23/10/2020 00:00;21.066;21.066;0
26/10/2020 00:00;20.729;20.729;0
27/10/2020 00:00;20.363;20.363;0
28/10/2020 00:00;19.681;19.681;0
